"Номер заказа";"Номер отправления";"Дата создания заказа";"Дата отгрузки";"Статус";"Сумма отправления";"Наименование товара";"OZON id";"Артикул";"Итоговая стоимость товара";"Количество"
"04445318-0016";"04445318-0016-1";"2020-03-06 13:58:47";"2020-03-07 10:00:00";"Доставлен";"303.00";"Носки ""Инопланетянин""";"169108892";"254";"303.00";"1"
"29404457-0010";"29404457-0010-1";"2020-03-06 11:05:25";"2020-03-07 10:00:00";"Доставлен";"303.00";"Носки ""Авокадо""";"168720421";"101";"303.00";"1"
"43507713-0004";"43507713-0004-2";"2020-03-06 09:34:11";"2020-03-09 10:00:00";"Доставлен";"284.00";"Носки ""Капучино""";"168720405";"119";"284.00";"1"
"33725072-0003";"33725072-0003-2";"2020-03-06 09:36:54";"2020-03-08 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"39228727-0002";"39228727-0002-2";"2020-03-06 05:03:09";"2020-03-07 10:00:00";"Доставлен";"322.00";"Носки ""Микки""";"169099586";"241";"322.00";"1"
"42576857-0002";"42576857-0002-4";"2020-03-05 22:47:12";"2020-03-06 10:00:00";"Доставлен";"399.00";"Носки ""Милые котики""";"169231271";"293";"399.00";"1"
"19018318-0066";"19018318-0066-7";"2020-03-05 21:18:47";"2020-03-06 10:00:00";"Доставлен";"299.00";"Носки ""Авокадо""";"168720421";"101";"299.00";"1"
"40820060-0015";"40820060-0015-2";"2020-03-05 18:22:41";"2020-03-06 10:00:00";"Доставлен";"299.00";"Носки ""Ёжики""";"168720418";"103";"299.00";"1"
"40219354-0008";"40219354-0008-2";"2020-03-05 18:22:01";"2020-03-06 10:00:00";"Отменен";"319.00";"Носки ""Авокадо""";"168720421";"101";"319.00";"1"
"37972154-0001";"37972154-0001-3";"2020-03-05 18:19:27";"2020-03-07 10:00:00";"Доставлен";"299.00";"Носки ""Конопля""";"169108914";"242";"299.00";"1"
"20411051-0083";"20411051-0083-3";"2020-03-05 16:57:46";"2020-03-07 10:00:00";"Доставлен";"279.00";"Носки ""Текила-Лимон""";"168720411";"100";"279.00";"1"
"04310185-0012";"04310185-0012-3";"2020-03-05 12:32:11";"2020-03-06 10:00:00";"Доставлен";"319.00";"Носки ""Весь мир""";"169099549";"257";"319.00";"1"
"44265148-0001";"44265148-0001-5";"2020-03-05 12:27:31";"2020-03-06 10:00:00";"Отменен";"299.00";"Носки ""Баскетбол""";"168914646";"166";"299.00";"1"
"43008848-0001";"43008848-0001-2";"2020-03-05 11:32:01";"2020-03-06 10:00:00";"Доставлен";"299.00";"Носки ""Святая""";"169197599";"267";"299.00";"1"
"43008848-0001";"43008848-0001-2";"2020-03-05 11:32:01";"2020-03-06 10:00:00";"Доставлен";"289.00";"Носки ""Патрик Стар""";"169198509";"271";"289.00";"1"
"44269426-0001";"44269426-0001-3";"2020-03-05 11:25:35";"2020-03-06 10:00:00";"Доставлен";"299.00";"Носки ""Баскетбольный мяч""";"169334610";"379";"299.00";"1"
"15037222-0006";"15037222-0006-2";"2020-03-05 09:27:05";"2020-03-08 10:00:00";"Доставлен";"319.00";"Носки ""Котики""";"169410523";"391";"319.00";"1"
"39112971-0011";"39112971-0011-3";"2020-03-05 08:27:37";"2020-03-06 10:00:00";"Доставлен";"499.00";"Носки ""Конопляный набор""";"169099584";"243";"499.00";"1"
"14428923-0010";"14428923-0010-3";"2020-03-05 07:10:56";"2020-03-06 10:00:00";"Доставлен";"349.00";"Носки ""Густав Климт""";"169293116";"336";"349.00";"1"
"36535627-0018";"36535627-0018-1";"2020-03-05 05:03:19";"2020-03-06 10:00:00";"Отменен";"299.00";"Носки ""Бургер""";"168797015";"131";"299.00";"1"
"35051766-0008";"35051766-0008-2";"2020-03-05 01:27:42";"2020-03-08 10:00:00";"Доставлен";"299.00";"Носки ""Спанч Боб""";"168914152";"190";"299.00";"1"
"10292954-0028";"10292954-0028-5";"2020-03-04 22:08:45";"2020-03-06 10:00:00";"Доставлен";"319.00";"Носки ""Химик""";"169048375";"214";"319.00";"1"
"10292954-0028";"10292954-0028-5";"2020-03-04 22:08:45";"2020-03-06 10:00:00";"Доставлен";"289.00";"Носки ""Чокнутый профессор""";"169099573";"247";"289.00";"1"
"10292954-0028";"10292954-0028-5";"2020-03-04 22:08:45";"2020-03-06 10:00:00";"Доставлен";"299.00";"Носки  ""Призрак""";"169293092";"349";"299.00";"1"
"40404901-0014";"40404901-0014-3";"2020-03-04 22:01:01";"2020-03-06 10:00:00";"Отменен";"598.00";"Носки ""Спанч Боб""";"168720397";"118";"299.00";"2"
"24180379-0011";"24180379-0011-5";"2020-03-04 21:34:03";"2020-03-05 10:00:00";"Доставлен";"499.00";"Носки ""Веселые пончики""";"169048376";"191";"499.00";"1"
"24180379-0011";"24180379-0011-5";"2020-03-04 21:34:03";"2020-03-05 10:00:00";"Доставлен";"439.00";"Носки ""Котаны""";"169410434";"396";"439.00";"1"
"06837793-0060";"06837793-0060-3";"2020-03-04 19:36:35";"2020-03-05 10:00:00";"Доставлен";"399.00";"Носки ""Покемон""";"169231274";"292";"399.00";"1"
"06837793-0060";"06837793-0060-3";"2020-03-04 19:36:35";"2020-03-05 10:00:00";"Доставлен";"399.00";"Носки ""8 марта""";"169231296";"268";"399.00";"1"
"21924212-0019";"21924212-0019-2";"2020-03-04 19:24:58";"2020-03-05 10:00:00";"Доставлен";"319.00";"Носки ""Авокадо""";"168720421";"101";"319.00";"1"
"40337274-0005";"40337274-0005-5";"2020-03-04 15:29:50";"2020-03-05 10:00:00";"Доставлен";"319.00";"Носки ""Яичница""";"169038339";"223";"319.00";"1"
"40337274-0005";"40337274-0005-5";"2020-03-04 15:29:50";"2020-03-05 10:00:00";"Доставлен";"329.00";"Носки ""Кусочки пиццы""";"169334660";"368";"329.00";"1"
"44011266-0001";"44011266-0001-2";"2020-03-04 14:24:39";"2020-03-05 10:00:00";"Доставлен";"299.00";"Носки ""Виноград""";"168915661";"105";"299.00";"1"
"44011266-0001";"44011266-0001-2";"2020-03-04 14:24:39";"2020-03-05 10:00:00";"Доставлен";"299.00";"Носки ""Мандаринка""";"168915662";"104";"299.00";"1"
"44011266-0001";"44011266-0001-2";"2020-03-04 14:24:39";"2020-03-05 10:00:00";"Доставлен";"319.00";"Носки ""Весь мир""";"169099549";"257";"319.00";"1"
"04614351-0102";"04614351-0102-3";"2020-03-04 13:29:48";"2020-03-05 10:00:00";"Отменен";"299.00";"Носки ""Женские""";"169038406";"147";"299.00";"1"
"04614351-0102";"04614351-0102-3";"2020-03-04 13:29:48";"2020-03-05 10:00:00";"Отменен";"319.00";"Носки ""Для нее""";"169099587";"240";"319.00";"1"
"04614351-0102";"04614351-0102-3";"2020-03-04 13:29:48";"2020-03-05 10:00:00";"Отменен";"299.00";"Носки ""Цветочный сад""";"169099589";"239";"299.00";"1"
"28141309-0020";"28141309-0020-3";"2020-03-04 12:40:44";"2020-03-05 10:00:00";"Доставлен";"299.00";"Носки ""Мышка""";"169038405";"188";"299.00";"1"
"28813292-0006";"28813292-0006-2";"2020-03-04 11:37:01";"2020-03-06 10:00:00";"Доставлен";"299.00";"Носки ""Баскетбол""";"168914646";"166";"299.00";"1"
"44234953-0001";"44234953-0001-3";"2020-03-04 09:54:58";"2020-03-08 10:00:00";"Доставлен";"287.00";"Носки ""Авокадо""";"168720421";"101";"287.00";"1"
"04524790-0073";"04524790-0073-1";"2020-03-04 07:23:35";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Пикачу""";"169203052";"283";"284.00";"1"
"06969699-0050";"06969699-0050-2";"2020-03-03 20:53:47";"2020-03-06 10:00:00";"Доставлен";"329.00";"Носки ""Густав Климт""";"169293116";"336";"329.00";"1"
"35774265-0005";"35774265-0005-3";"2020-03-03 19:42:58";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"42817696-0003";"42817696-0003-2";"2020-03-03 19:43:20";"2020-03-05 10:00:00";"Доставлен";"379.00";"Носки ""Семейка Симпсонов""";"169099583";"244";"379.00";"1"
"16405674-0349";"16405674-0349-4";"2020-03-03 19:23:56";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Женские""";"169038406";"147";"284.00";"1"
"41029855-0005";"41029855-0005-4";"2020-03-03 18:12:00";"2020-03-06 10:00:00";"Доставлен";"284.00";"Носки ""Женские""";"169038406";"147";"284.00";"1"
"44216352-0001";"44216352-0001-1";"2020-03-03 18:05:00";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"42568426-0005";"42568426-0005-2";"2020-03-03 17:00:26";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Баскетбол""";"168914646";"166";"284.00";"1"
"24218929-0047";"24218929-0047-2";"2020-03-03 16:00:44";"2020-03-04 10:00:00";"Доставлен";"287.00";"Носки ""Авокадо""";"168720421";"101";"287.00";"1"
"42404669-0002";"42404669-0002-2";"2020-03-03 15:57:21";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"36233871-0026";"36233871-0026-3";"2020-03-03 15:20:10";"2020-03-04 10:00:00";"Отменен";"303.00";"Носки с надписью";"169197597";"282";"303.00";"1"
"33280709-0081";"33280709-0081-2";"2020-03-03 14:51:56";"2020-03-07 10:00:00";"Доставлен";"303.00";"Носки ""Долина кактусов""";"169099528";"259";"303.00";"1"
"14513571-0038";"14513571-0038-6";"2020-03-03 12:47:09";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Лягушка""";"168796976";"143";"284.00";"1"
"18576831-0012";"18576831-0012-2";"2020-03-03 13:31:28";"2020-03-04 10:00:00";"Доставлен";"274.00";"Носки ""Патрик Стар""";"169198509";"271";"274.00";"1"
"44204507-0001";"44204507-0001-2";"2020-03-03 12:27:49";"2020-03-05 10:00:00";"Доставлен";"284.00";"Носки ""Спанч Боб""";"168914152";"190";"284.00";"1"
"37296640-0023";"37296640-0023-2";"2020-03-03 08:57:31";"2020-03-04 10:00:00";"Доставлен";"331.00";"Носки ""Копмлект подарочный""";"169197600";"266";"331.00";"1"
"20150451-0013";"20150451-0013-2";"2020-03-03 08:18:14";"2020-03-04 10:00:00";"Отменен";"303.00";"Носки ""Французский бульдог""";"169038260";"235";"303.00";"1"
"20150451-0013";"20150451-0013-2";"2020-03-03 08:18:14";"2020-03-04 10:00:00";"Отменен";"312.00";"Носки ""Клоун Убийца""";"169038274";"210";"312.00";"1"
"20150451-0013";"20150451-0013-2";"2020-03-03 08:18:14";"2020-03-04 10:00:00";"Отменен";"474.00";"Носки ""Веселые пончики""";"169048376";"191";"474.00";"1"
"28513434-0006";"28513434-0006-3";"2020-03-03 08:17:35";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Попугай""";"168797034";"121";"284.00";"1"
"44186428-0001";"44186428-0001-2";"2020-03-02 21:37:19";"2020-03-03 10:00:00";"Доставлен";"303.00";"Носки ""Волчонок""";"169038266";"237";"303.00";"1"
"39751044-0009";"39751044-0009-2";"2020-03-02 21:00:43";"2020-03-03 10:00:00";"Доставлен";"379.00";"Носки ""Покемон""";"169231274";"292";"379.00";"1"
"31988791-0020";"31988791-0020-1";"2020-03-02 16:43:49";"2020-03-03 10:00:00";"Доставлен";"303.00";"Носки ""Французский бульдог""";"169038260";"235";"303.00";"1"
"42460732-0004";"42460732-0004-2";"2020-03-02 15:34:35";"2020-03-03 10:00:00";"Доставлен";"284.00";"Носки ""Пивные""";"168914470";"175";"284.00";"1"
"42460732-0003";"42460732-0003-1";"2020-03-02 15:26:06";"2020-03-03 10:00:00";"Отменен";"284.00";"Носки ""Пивные""";"168914470";"175";"284.00";"1"
"42460732-0003";"42460732-0003-1";"2020-03-02 15:26:06";"2020-03-03 10:00:00";"Отменен";"303.00";"Носки ""Яичница""";"169038339";"223";"303.00";"1"
"38624715-0004";"38624715-0004-1";"2020-03-02 14:02:11";"2020-03-03 10:00:00";"Отменен";"568.00";"Носки ""Космос""";"168706743";"127";"284.00";"2"
"38624715-0003";"38624715-0003-2";"2020-03-02 13:33:56";"2020-03-04 10:00:00";"Отменен";"284.00";"Носки ""Космос""";"168706743";"127";"284.00";"1"
"40820032-0008";"40820032-0008-2";"2020-03-02 13:05:59";"2020-03-05 10:00:00";"Доставлен";"269.00";"Носки ""Текила-Лимон""";"168720411";"100";"269.00";"1"
"44076625-0001";"44076625-0001-2";"2020-03-02 12:07:26";"2020-03-03 10:00:00";"Доставлен";"284.00";"Носки ""Спанч Боб""";"168914152";"190";"284.00";"1"
"40134508-0003";"40134508-0003-2";"2020-03-02 08:37:22";"2020-03-05 10:00:00";"Отменен";"303.00";"Носки с надписью";"169197597";"282";"303.00";"1"
"32038336-0094";"32038336-0094-2";"2020-03-01 17:35:08";"2020-03-04 10:00:00";"Доставлен";"568.00";"Носки ""Баскетбол""";"168914646";"166";"284.00";"2"
"38703613-0005";"38703613-0005-3";"2020-03-01 14:18:03";"2020-03-02 10:00:00";"Отменен";"284.00";"Носки ""Пивные""";"168914470";"175";"284.00";"1"
"10013780-0045";"10013780-0045-4";"2020-03-01 14:08:55";"2020-03-02 10:00:00";"Доставлен";"299.00";"Носки ""Обезьяна и кот""";"169099572";"249";"299.00";"1"
"15111097-0012";"15111097-0012-4";"2020-03-01 13:46:21";"2020-03-02 10:00:00";"Доставлен";"269.00";"Носки ""Ёжики""";"168720418";"103";"269.00";"1"
"43523831-0001";"43523831-0001-1";"2020-03-01 11:01:13";"2020-03-04 10:00:00";"Доставлен";"287.00";"Носки ""Авокадо""";"168720421";"101";"287.00";"1"
"43523831-0001";"43523831-0001-1";"2020-03-01 11:01:13";"2020-03-04 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"44102355-0002";"44102355-0002-2";"2020-03-01 10:54:44";"2020-03-04 10:00:00";"Доставлен";"287.00";"Носки ""Пантера""";"168720420";"102";"287.00";"1"
"38361170-0016";"38361170-0016-2";"2020-03-01 08:25:18";"2020-03-02 10:00:00";"Доставлен";"284.00";"Носки ""И мы счастливы""";"169099578";"246";"284.00";"1"
"31580148-0007";"31580148-0007-2";"2020-02-29 21:18:43";"2020-03-01 10:00:00";"Доставлен";"274.00";"Носки ""Детские""";"168796956";"148";"274.00";"1"
"31580148-0007";"31580148-0007-2";"2020-02-29 21:18:43";"2020-03-01 10:00:00";"Доставлен";"484.00";"Носки ""Дерзкая""";"168914299";"182";"484.00";"1"
"31580148-0007";"31580148-0007-2";"2020-02-29 21:18:43";"2020-03-01 10:00:00";"Доставлен";"284.00";"Носки ""Женские""";"169038406";"147";"284.00";"1"
"35186638-0009";"35186638-0009-1";"2020-02-29 18:49:44";"2020-03-01 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"09529890-0014";"09529890-0014-2";"2020-02-29 16:33:51";"2020-03-01 10:00:00";"Доставлен";"269.00";"Носки ""Спанч Боб""";"168720397";"118";"269.00";"1"
"16196372-0011";"16196372-0011-3";"2020-02-29 16:03:27";"2020-03-01 10:00:00";"Доставлен";"287.00";"Носки ""Авокадо""";"168720421";"101";"287.00";"1"
"16196372-0011";"16196372-0011-3";"2020-02-29 16:03:27";"2020-03-01 10:00:00";"Доставлен";"303.00";"Носки ""Мона Лиза""";"168797033";"122";"303.00";"1"
"16196372-0011";"16196372-0011-3";"2020-02-29 16:03:27";"2020-03-01 10:00:00";"Доставлен";"284.00";"Носки ""Дерзкая""";"168914324";"181";"284.00";"1"
"16721411-0064";"16721411-0064-2";"2020-02-29 15:17:38";"2020-03-01 10:00:00";"Доставлен";"287.00";"Носки ""Авокадо""";"168720421";"101";"287.00";"1"
"16721411-0064";"16721411-0064-2";"2020-02-29 15:17:38";"2020-03-01 10:00:00";"Доставлен";"284.00";"Носки ""Заводной лимон""";"168914346";"180";"284.00";"1"
"40959125-0010";"40959125-0010-3";"2020-02-29 12:10:42";"2020-03-01 10:00:00";"Доставлен";"284.00";"Носки""Микки Маус""";"168914576";"171";"284.00";"1"
"32169468-0032";"32169468-0032-1";"2020-02-29 09:29:06";"2020-03-04 10:00:00";"Отменен";"287.00";"Носки ""Авокадо""";"168720421";"101";"287.00";"1"
"32169468-0032";"32169468-0032-1";"2020-02-29 09:29:06";"2020-03-04 10:00:00";"Отменен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"13549661-0093";"13549661-0093-2";"2020-02-29 08:56:06";"2020-03-01 10:00:00";"Доставлен";"284.00";"Носки ""Ананас""";"168706742";"128";"284.00";"1"
"30346931-0037";"30346931-0037-3";"2020-02-28 21:27:31";"2020-02-29 10:00:00";"Доставлен";"284.00";"Носки ""Авокадо""";"168797020";"125";"284.00";"1"
"19753645-0023";"19753645-0023-2";"2020-02-28 20:40:19";"2020-02-29 10:00:00";"Доставлен";"284.00";"Носки ""Фруктовый рай""";"168915240";"161";"284.00";"1"
"12850651-0028";"12850651-0028-3";"2020-02-28 18:54:58";"2020-02-29 10:00:00";"Доставлен";"299.00";"Носки ""Женские""";"169038406";"147";"299.00";"1"
"07009692-0136";"07009692-0136-1";"2020-02-28 16:13:58";"2020-03-03 10:00:00";"Доставлен";"279.00";"Носки ""Авокадо""";"168797020";"125";"279.00";"1"
"24682611-0008";"24682611-0008-2";"2020-02-28 16:12:54";"2020-02-29 10:00:00";"Доставлен";"287.00";"Носки ""Мона Лиза""";"168720410";"113";"287.00";"1"
"43679321-0002";"43679321-0002-1";"2020-02-28 11:32:59";"2020-02-29 10:00:00";"Доставлен";"499.00";"Носки ""Веселые пончики""";"169048376";"191";"499.00";"1"
"29142699-0005";"29142699-0005-3";"2020-02-28 11:18:13";"2020-02-29 10:00:00";"Доставлен";"287.00";"Носки ""Мона Лиза""";"168720410";"113";"287.00";"1"
